subject,customer_name,email_input,email_reply,category,tone,priority
Payment Problem,User,My order has not been delivered yet.,Our support team will assist you shortly with your account issue.,Refund,Formal,High
Order Delay,Customer,I am facing payment issues.,Please provide more details so we can assist you with the payment issue.,Delivery,Polite,Medium
Account Support,Client,I am facing payment issues.,Thank you for reaching out. Please reset your password using the provided link.,Refund,Formal,High
Order Delay,User,When will my refund be processed?,We apologize for the delay. Our team is checking your order status.,Refund,Formal,Low
Login Issue,Member,My order has not been delivered yet.,Thank you for reaching out. Please reset your password using the provided link.,Billing,Polite,High
Account Support,Member,My order has not been delivered yet.,We apologize for the delay. Our team is checking your order status.,General,Polite,Medium
Payment Problem,User,When will my refund be processed?,We apologize for the delay. Our team is checking your order status.,Delivery,Polite,Medium
Login Issue,User,My order has not been delivered yet.,Thank you for reaching out. Please reset your password using the provided link.,Delivery,Polite,Medium
Order Delay,Client,I need help with my account.,Your refund is being processed and will be completed within 5-7 business days.,General,Polite,Medium
Order Delay,Client,My order has not been delivered yet.,We apologize for the delay. Our team is checking your order status.,Delivery,Polite,High
Account Support,Member,When will my refund be processed?,We apologize for the delay. Our team is checking your order status.,Technical,Polite,High
Payment Problem,Customer,I am unable to login to my account.,Please provide more details so we can assist you with the payment issue.,Refund,Formal,High
Payment Problem,Client,I am facing payment issues.,Please provide more details so we can assist you with the payment issue.,Refund,Polite,High
Refund Request,User,When will my refund be processed?,We apologize for the delay. Our team is checking your order status.,Refund,Formal,High
Refund Request,Client,I need help with my account.,Please provide more details so we can assist you with the payment issue.,Billing,Formal,Medium
Refund Request,Customer,I am facing payment issues.,We apologize for the delay. Our team is checking your order status.,Technical,Polite,High
Order Delay,Member,I am unable to login to my account.,Our support team will assist you shortly with your account issue.,General,Polite,High
Refund Request,User,When will my refund be processed?,We apologize for the delay. Our team is checking your order status.,Technical,Polite,High
Payment Problem,Customer,I am facing payment issues.,Thank you for reaching out. Please reset your password using the provided link.,Delivery,Formal,Low
Login Issue,Member,I need help with my account.,We apologize for the delay. Our team is checking your order status.,General,Polite,Medium
Account Support,Customer,I am unable to login to my account.,Your refund is being processed and will be completed within 5-7 business days.,Delivery,Polite,High
Refund Request,Member,I am unable to login to my account.,Our support team will assist you shortly with your account issue.,General,Formal,High
Account Support,User,When will my refund be processed?,Please provide more details so we can assist you with the payment issue.,Refund,Formal,Medium
Login Issue,User,I am facing payment issues.,Thank you for reaching out. Please reset your password using the provided link.,General,Formal,High
Login Issue,Client,I need help with my account.,Please provide more details so we can assist you with the payment issue.,Billing,Formal,Low
Payment Problem,User,My order has not been delivered yet.,Your refund is being processed and will be completed within 5-7 business days.,General,Formal,Medium
Order Delay,User,My order has not been delivered yet.,Thank you for reaching out. Please reset your password using the provided link.,General,Polite,Medium
Order Delay,User,I need help with my account.,We apologize for the delay. Our team is checking your order status.,General,Formal,Low
Payment Problem,Member,I need help with my account.,Thank you for reaching out. Please reset your password using the provided link.,Billing,Formal,Medium
